Label,Score,Status,x,y,r,x0,y0,r0,weight,px,py,id,SEVEN,FOUR,TWO,FIVET,FOURT,THREET,TWOT
GLOVE-CNN,0.516681888,Correct,149.1351596,251.7230918,3.892653664,200,260.9917805,5.100091328,0,149.1316613,251.6938918,103,5,3,2,4,3,2,2
GLOVE-LSTM,0.516681888,Incorrect,407.2111881,261.1384127,3.892653664,400,260.9917805,5.100091328,0,407.1552307,261.1651243,103,5,3,2,4,3,2,2
ROBERTA-LARGE,0.516681888,Correct,565.8964027,262.9952775,3.892653664,600,260.9917805,5.100091328,0,565.9234411,262.9792819,103,5,3,2,4,3,2,2
BERT-BASE,0.516721956,Correct,1062.33794,265.1891451,3.892800437,1000,260.9701438,5.100331736,0,1062.351619,265.189249,57,5,3,2,4,3,2,2
BERT-LARGE,0.516721956,Correct,880.4765647,262.5496172,3.892800437,800,260.9701438,5.100331736,0,880.5149236,262.557424,57,5,3,2,4,3,2,2
GLOVE-CNN,0.516721956,Correct,255.8253072,275.7463312,3.892800437,200,260.9701438,5.100331736,0,255.8460131,275.7874746,57,5,3,2,4,3,2,2
GLOVE-LSTM,0.516721956,Correct,435.8987702,263.3513973,3.892800437,400,260.9701438,5.100331736,0,435.8765767,263.3926887,57,5,3,2,4,3,2,2
ROBERTA-LARGE,0.516721956,Correct,582.1564846,286.2539793,3.892800437,600,260.9701438,5.100331736,0,582.1651343,286.2874125,57,5,3,2,4,3,2,2
BERT-BASE,0.51697392,Correct,1053.436724,258.9949821,3.893723404,1000,260.8340832,5.10184352,0,1053.493754,259.0043555,107,5,3,2,4,3,2,2
BERT-LARGE,0.51697392,Correct,788.9748163,244.5894972,3.893723404,800,260.8340832,5.10184352,0,788.9119968,244.5770968,107,5,3,2,4,3,2,2
GLOVE-CNN,0.51697392,Correct,169.4809745,271.365038,3.893723404,200,260.8340832,5.10184352,0,169.5100706,271.3181348,107,5,3,2,4,3,2,2
GLOVE-LSTM,0.51697392,Incorrect,476.3242198,262.9243926,3.893723404,400,260.8340832,5.10184352,0,476.3358416,262.9152054,107,5,3,2,4,3,2,2
ROBERTA-LARGE,0.51697392,Correct,528.2176284,259.5362562,3.893723404,600,260.8340832,5.10184352,0,528.2348597,259.5422192,107,5,3,2,4,3,2,2
BERT-BASE,0.519719435,Incorrect,983.5072242,244.0566656,3.90378048,1000,259.3515051,5.11831661,0,983.5148025,244.0666804,150,5,3,2,4,3,2,2
BERT-LARGE,0.519719435,Correct,839.0134499,249.4179108,3.90378048,800,259.3515051,5.11831661,0,839.2825886,250.2560595,150,5,3,2,4,3,2,2
GLOVE-CNN,0.519719435,Correct,196.8015567,263.1721386,3.90378048,200,259.3515051,5.11831661,0,196.8710812,263.1698927,150,5,3,2,4,3,2,2
GLOVE-LSTM,0.519719435,Correct,412.2062888,240.3367706,3.90378048,400,259.3515051,5.11831661,0,412.1975109,240.522352,150,5,3,2,4,3,2,2
ROBERTA-LARGE,0.519719435,Correct,598.6534125,229.3309007,3.90378048,600,259.3515051,5.11831661,0,598.6528434,229.3590686,150,5,3,2,4,3,2,2
BERT-BASE,0.520892057,Correct,1073.61784,259.6089652,3.908075903,1000,258.7182892,5.125352342,0,1073.600176,259.6148094,4,5,3,2,4,3,2,2
BERT-LARGE,0.520892057,Correct,842.399772,272.0563266,3.908075903,800,258.7182892,5.125352342,0,842.4434048,272.1237399,4,5,3,2,4,3,2,2
GLOVE-CNN,0.520892057,Correct,229.5292895,265.266783,3.908075903,200,258.7182892,5.125352342,0,229.5781256,265.1561956,4,5,3,2,4,3,2,2
GLOVE-LSTM,0.520892057,Correct,438.4118253,252.8309797,3.908075903,400,258.7182892,5.125352342,0,438.3529051,252.8748807,4,5,3,2,4,3,2,2
ROBERTA-LARGE,0.520892057,Correct,660.0714128,267.9950634,3.908075903,600,258.7182892,5.125352342,0,660.0590957,267.9901494,4,5,3,2,4,3,2,2
BERT-BASE,0.520920611,Correct,989.0129574,253.3240388,3.908180499,1000,258.7028701,5.125523666,0,989.011725,253.3191429,102,5,3,2,4,3,2,2
BERT-LARGE,0.520920611,Correct,762.8054099,256.1300219,3.908180499,800,258.7028701,5.125523666,0,762.8180973,256.1408287,102,5,3,2,4,3,2,2
GLOVE-CNN,0.520920611,Incorrect,132.8558642,242.4510368,3.908180499,200,258.7028701,5.125523666,0,132.8071308,242.4415409,102,5,3,2,4,3,2,2
GLOVE-LSTM,0.520920611,Incorrect,348.4807514,247.2908035,3.908180499,400,258.7028701,5.125523666,0,348.5240968,247.3348666,102,5,3,2,4,3,2,2
ROBERTA-LARGE,0.520920611,Correct,518.5698518,264.346381,3.908180499,600,258.7028701,5.125523666,0,518.5837237,264.3470756,102,5,3,2,4,3,2,2
BERT-BASE,0.521191437,Correct,990.404855,271.6382923,3.90917256,1000,258.556624,5.127148622,0,990.3936,271.6310105,77,5,3,2,4,3,2,2
BERT-LARGE,0.521191437,Correct,869.0213811,249.5209771,3.90917256,800,258.556624,5.127148622,0,869.0746611,249.5282323,77,5,3,2,4,3,2,2
GLOVE-CNN,0.521191437,Correct,235.661697,256.2850376,3.90917256,200,258.556624,5.127148622,0,235.6166177,256.3551873,77,5,3,2,4,3,2,2
GLOVE-LSTM,0.521191437,Correct,446.2684253,260.3260258,3.90917256,400,258.556624,5.127148622,0,446.1622753,260.2923305,77,5,3,2,4,3,2,2
ROBERTA-LARGE,0.521191437,Correct,576.6626273,247.9433769,3.90917256,600,258.556624,5.127148622,0,576.6993472,248.1012825,77,5,3,2,4,3,2,2
BERT-BASE,0.522576596,Correct,1034.086996,270.0784521,3.914246526,1000,257.8086382,5.135459576,0,1034.091374,270.0886908,62,6,3,2,4,3,2,2
BERT-LARGE,0.522576596,Correct,723.6871194,255.2907722,3.914246526,800,257.8086382,5.135459576,0,723.6893898,255.2812271,62,6,3,2,4,3,2,2
GLOVE-CNN,0.522576596,Correct,121.8226344,242.2648697,3.914246526,200,257.8086382,5.135459576,0,121.7855859,242.2614062,62,6,3,2,4,3,2,2
GLOVE-LSTM,0.522576596,Correct,425.4907989,265.8191639,3.914246526,400,257.8086382,5.135459576,0,425.4843029,265.7954331,62,6,3,2,4,3,2,2
ROBERTA-LARGE,0.522576596,Correct,644.9635239,278.9635677,3.914246526,600,257.8086382,5.135459576,0,644.9299853,278.9261157,62,6,3,2,4,3,2,2
BERT-BASE,0.52279036,Correct,966.9968937,234.9411976,3.915029563,1000,257.6932056,5.13674216,0,967.0306826,234.8421633,126,6,3,2,4,3,2,2
BERT-LARGE,0.52279036,Correct,773.0063614,259.5547789,3.915029563,800,257.6932056,5.13674216,0,773.0157749,259.5914654,126,6,3,2,4,3,2,2
GLOVE-CNN,0.52279036,Correct,110.8448675,261.0231151,3.915029563,200,257.6932056,5.13674216,0,110.8522562,261.0437364,126,6,3,2,4,3,2,2
GLOVE-LSTM,0.52279036,Correct,460.5298286,245.5448408,3.915029563,400,257.6932056,5.13674216,0,460.5666055,245.4822926,126,6,3,2,4,3,2,2
ROBERTA-LARGE,0.52279036,Correct,520.09953,242.6654783,3.915029563,600,257.6932056,5.13674216,0,520.1181669,242.6705822,126,6,3,2,4,3,2,2
BERT-BASE,0.525983324,Incorrect,972.6893726,244.5800687,3.926725686,1000,255.969005,5.155899944,0,972.7325719,244.5796776,122,6,3,2,4,3,2,2
BERT-LARGE,0.525983324,Incorrect,826.1263686,236.4254173,3.926725686,800,255.969005,5.155899944,0,826.1504485,236.4930678,122,6,3,2,4,3,2,2
GLOVE-CNN,0.525983324,Correct,225.5774778,236.7197548,3.926725686,200,255.969005,5.155899944,0,225.5716573,236.7355299,122,6,3,2,4,3,2,2
GLOVE-LSTM,0.525983324,Correct,346.8004678,236.5917672,3.926725686,400,255.969005,5.155899944,0,346.8222348,236.6312826,122,6,3,2,4,3,2,2
ROBERTA-LARGE,0.525983324,Incorrect,668.851244,248.2066662,3.926725686,600,255.969005,5.155899944,0,668.8398874,248.2212166,122,6,3,2,4,3,2,2
BERT-BASE,0.526971318,Correct,940.0048377,246.6133422,3.9303448,1000,255.4354883,5.161827908,0,940.0020635,246.5885871,114,6,3,2,4,3,2,2
BERT-LARGE,0.526971318,Correct,799.2513885,247.9883965,3.9303448,800,255.4354883,5.161827908,0,799.2978611,248.0135282,114,6,3,2,4,3,2,2
GLOVE-CNN,0.526971318,Correct,138.3127322,251.8342695,3.9303448,200,255.4354883,5.161827908,0,138.3149495,251.796766,114,6,3,2,4,3,2,2
GLOVE-LSTM,0.526971318,Correct,420.1197641,247.9067142,3.9303448,400,255.4354883,5.161827908,0,420.099081,248.0251732,114,6,3,2,4,3,2,2
ROBERTA-LARGE,0.526971318,Correct,586.5358091,243.8087049,3.9303448,600,255.4354883,5.161827908,0,586.5823933,243.8504442,114,6,3,2,4,3,2,2
BERT-BASE,0.527080114,Correct,950.8120223,245.6364929,3.93074333,1000,255.3767384,5.162480684,0,950.8209576,245.6169953,89,6,3,2,4,3,2,2
BERT-LARGE,0.527080114,Correct,749.7198064,242.8852692,3.93074333,800,255.3767384,5.162480684,0,749.7199319,242.8895132,89,6,3,2,4,3,2,2
GLOVE-CNN,0.527080114,Correct,180.2505832,271.7516205,3.93074333,200,255.3767384,5.162480684,0,180.170354,271.7628936,89,6,3,2,4,3,2,2
GLOVE-LSTM,0.527080114,Correct,441.2114281,242.1028422,3.93074333,400,255.3767384,5.162480684,0,441.1905749,242.0853733,89,6,3,2,4,3,2,2
ROBERTA-LARGE,0.527080114,Correct,567.8800706,241.5027471,3.93074333,600,255.3767384,5.162480684,0,567.8330851,241.5218985,89,6,3,2,4,3,2,2
BERT-BASE,0.528432421,Correct,1064.956972,243.6337442,3.935696956,1000,254.6464927,5.170594526,0,1064.931025,243.6265461,63,6,3,2,4,3,2,2
BERT-LARGE,0.528432421,Correct,830.241898,257.993942,3.935696956,800,254.6464927,5.170594526,0,830.2323535,258.0050515,63,6,3,2,4,3,2,2
GLOVE-CNN,0.528432421,Incorrect,116.2814054,251.5873134,3.935696956,200,254.6464927,5.170594526,0,116.2785199,251.6030509,63,6,4,2,4,3,2,2
GLOVE-LSTM,0.528432421,Incorrect,422.6591735,276.1955941,3.935696956,400,254.6464927,5.170594526,0,422.6617669,276.1537504,63,6,4,2,4,3,2,2
ROBERTA-LARGE,0.528432421,Correct,618.8694512,231.2392758,3.935696956,600,254.6464927,5.170594526,0,618.8715713,231.2481819,63,6,3,2,4,3,2,2
BERT-BASE,0.529065654,Correct,1074.518371,248.8193114,3.938016547,1000,254.3045468,5.174393924,0,1074.480258,248.8242079,40,6,4,2,4,3,2,2
BERT-LARGE,0.529065654,Correct,747.0645943,270.7385631,3.938016547,800,254.3045468,5.174393924,0,747.1858527,270.6377912,40,6,4,2,4,3,2,2
GLOVE-CNN,0.529065654,Correct,127.1932779,251.7017183,3.938016547,200,254.3045468,5.174393924,0,127.1625242,251.6937049,40,6,4,2,4,3,2,2
GLOVE-LSTM,0.529065654,Correct,329.7506432,250.3414543,3.938016547,400,254.3045468,5.174393924,0,329.7452863,250.3533168,40,6,4,2,4,3,2,2
ROBERTA-LARGE,0.529065654,Correct,653.5036631,259.3583828,3.938016547,600,254.3045468,5.174393924,0,653.4928636,259.3555792,40,6,4,2,4,3,2,2
BERT-BASE,0.532705277,Correct,1064.059444,254.4830753,3.951348823,1000,252.3391504,5.196231662,0,1064.045379,254.4789218,80,6,4,2,4,3,2,2
BERT-LARGE,0.532705277,Correct,809.6994267,251.0089385,3.951348823,800,252.3391504,5.196231662,0,809.6155758,250.9801506,80,6,4,2,4,3,2,2
GLOVE-CNN,0.532705277,Correct,172.3276496,232.127476,3.951348823,200,252.3391504,5.196231662,0,172.3291514,232.1067244,80,6,4,2,4,3,2,2
GLOVE-LSTM,0.532705277,Correct,393.5447857,236.8653393,3.951348823,400,252.3391504,5.196231662,0,393.5003706,236.8421843,80,6,4,2,4,3,2,2
ROBERTA-LARGE,0.532705277,Correct,538.983559,244.1286518,3.951348823,600,252.3391504,5.196231662,0,538.9891857,244.1437011,80,6,4,2,4,3,2,2
BERT-BASE,0.532752077,Correct,930.4269014,241.4482552,3.951520256,1000,252.3138784,5.196512462,0,930.4325838,241.4272832,125,6,4,2,4,3,2,2
BERT-LARGE,0.532752077,Correct,720.6845549,244.8431972,3.951520256,800,252.3138784,5.196512462,0,720.6981085,244.8407393,125,6,4,2,4,3,2,2
GLOVE-CNN,0.532752077,Incorrect,155.2010686,242.6341056,3.951520256,200,252.3138784,5.196512462,0,155.2070811,242.6030237,125,6,4,2,4,3,2,2
GLOVE-LSTM,0.532752077,Incorrect,338.2829483,243.4009901,3.951520256,400,252.3138784,5.196512462,0,338.2870498,243.3783055,125,6,4,2,4,3,2,2
ROBERTA-LARGE,0.532752077,Correct,519.2153046,253.4883246,3.951520256,600,252.3138784,5.196512462,0,519.240898,253.4887619,125,6,4,2,4,3,2,2
BERT-BASE,0.534940027,Incorrect,919.546919,242.320705,3.95953492,1000,251.1323854,5.209640162,0,919.5412435,242.3005587,143,6,4,2,4,3,2,2
BERT-LARGE,0.534940027,Incorrect,731.2515687,247.4793556,3.95953492,800,251.1323854,5.209640162,0,731.265713,247.4811027,143,6,4,2,4,3,2,2
GLOVE-CNN,0.534940027,Correct,170.6331839,251.6204083,3.95953492,200,251.1323854,5.209640162,0,170.619283,251.6513982,143,6,4,2,4,3,2,2
GLOVE-LSTM,0.534940027,Correct,367.6086941,244.6768052,3.95953492,400,251.1323854,5.209640162,0,367.7589814,244.6474967,143,6,4,2,4,3,2,2
ROBERTA-LARGE,0.534940027,Correct,647.5087655,250.2441488,3.95953492,600,251.1323854,5.209640162,0,647.4950003,250.2607915,143,6,4,2,4,3,2,2
BERT-BASE,0.537611721,Correct,1045.44379,243.1043301,3.969321583,1000,249.6896707,5.225670326,0,1045.436489,243.0907902,14,6,4,2,4,3,2,2
BERT-LARGE,0.537611721,Correct,807.7236581,240.2370399,3.969321583,800,249.6896707,5.225670326,0,807.7094113,240.2385835,14,6,4,2,4,3,2,2
GLOVE-CNN,0.537611721,Correct,202.0762958,272.6801077,3.969321583,200,249.6896707,5.225670326,0,202.0708079,272.726164,14,6,4,2,4,3,2,2
GLOVE-LSTM,0.537611721,Correct,472.0944675,245.4057284,3.969321583,400,249.6896707,5.225670326,0,472.0973043,245.3791244,14,6,4,2,4,3,2,2
ROBERTA-LARGE,0.537611721,Correct,616.3436349,241.847796,3.969321583,600,249.6896707,5.225670326,0,616.3230132,241.8550372,14,6,4,2,4,3,2,2
BERT-BASE,0.539572979,Correct,1055.085296,248.2474769,3.976505853,1000,248.6305913,5.237437874,0,1055.069986,248.2727089,147,6,4,2,4,3,2,2
BERT-LARGE,0.539572979,Correct,858.7003213,246.0593996,3.976505853,800,248.6305913,5.237437874,0,858.7502762,246.0612888,147,6,4,2,4,3,2,2
GLOVE-CNN,0.539572979,Correct,275.7940449,248.1177652,3.976505853,200,248.6305913,5.237437874,0,275.87313,248.1139332,147,6,4,2,4,3,2,2
GLOVE-LSTM,0.539572979,Correct,395.524411,226.118289,3.976505853,400,248.6305913,5.237437874,0,395.4617079,226.084144,147,6,4,2,4,3,2,2
ROBERTA-LARGE,0.539572979,Correct,558.9233065,235.0211807,3.976505853,600,248.6305913,5.237437874,0,558.9494256,235.0090805,147,6,4,2,4,3,2,2
BERT-BASE,0.540018048,Correct,1004.461489,256.7042812,3.978136182,1000,248.3902541,5.240108288,0,1004.463447,256.6191525,84,6,4,2,4,3,2,2
BERT-LARGE,0.540018048,Correct,757.400005,235.1407037,3.978136182,800,248.3902541,5.240108288,0,757.4166589,235.1628484,84,6,4,2,4,3,2,2
GLOVE-CNN,0.540018048,Incorrect,263.3587941,247.2230158,3.978136182,200,248.3902541,5.240108288,0,263.4312271,247.179898,84,6,4,2,4,3,2,2
GLOVE-LSTM,0.540018048,Incorrect,378.7469039,249.0717151,3.978136182,400,248.3902541,5.240108288,0,378.7599748,249.0772684,84,6,4,2,4,3,2,2
ROBERTA-LARGE,0.540018048,Correct,639.9431225,242.3756084,3.978136182,600,248.3902541,5.240108288,0,639.9453898,242.3625081,84,6,4,2,4,3,2,2
BERT-BASE,0.54095122,Correct,1027.651887,230.5438494,3.981554477,1000,247.8863412,5.24570732,0,1027.686283,230.5781987,98,6,4,2,4,3,2,2
BERT-LARGE,0.54095122,Correct,848.1527887,243.5049586,3.981554477,800,247.8863412,5.24570732,0,847.7010128,243.779061,98,6,4,2,4,3,2,2
GLOVE-CNN,0.54095122,Incorrect,231.2791724,246.0578391,3.981554477,200,247.8863412,5.24570732,0,231.268558,246.0502142,98,6,4,2,4,3,2,2
GLOVE-LSTM,0.54095122,Incorrect,398.9331872,254.1330462,3.981554477,400,247.8863412,5.24570732,0,399.0022969,254.0868859,98,6,4,2,4,3,2,2
ROBERTA-LARGE,0.54095122,Correct,661.7288974,239.5438922,3.981554477,600,247.8863412,5.24570732,0,661.7412431,239.5529673,98,6,4,2,4,3,2,2
BERT-BASE,0.544770043,Correct,977.8772274,234.774607,3.99554318,1000,245.8241768,5.268620258,0,977.8836183,234.7814974,95,6,4,2,4,3,2,2
BERT-LARGE,0.544770043,Correct,856.4823507,223.7944662,3.99554318,800,245.8241768,5.268620258,0,856.4392482,223.7354931,95,6,4,2,4,3,2,2
GLOVE-CNN,0.544770043,Correct,183.1337271,233.5420979,3.99554318,200,245.8241768,5.268620258,0,183.1528523,233.5778466,95,6,4,2,4,3,2,2
GLOVE-LSTM,0.544770043,Correct,327.9819797,239.5356256,3.99554318,400,245.8241768,5.268620258,0,328.0106213,239.5366211,95,6,4,2,4,3,2,2
ROBERTA-LARGE,0.544770043,Correct,642.5531928,260.0143093,3.99554318,600,245.8241768,5.268620258,0,642.5527701,260.0123423,95,6,4,2,4,3,2,2
BERT-BASE,0.5463803,Correct,1064.811383,232.7197872,4.001441701,1000,244.954638,5.2782818,0,1064.793775,232.7065242,51,6,4,2,4,3,2,2
BERT-LARGE,0.5463803,Correct,757.4224885,274.0881926,4.001441701,800,244.954638,5.2782818,0,757.3479494,274.0606043,51,6,4,2,4,3,2,2
GLOVE-CNN,0.5463803,Correct,266.321549,227.7615646,4.001441701,200,244.954638,5.2782818,0,266.4063627,227.6337601,51,6,4,2,4,3,2,2
GLOVE-LSTM,0.5463803,Correct,350.3405573,258.029297,4.001441701,400,244.954638,5.2782818,0,350.3508748,258.008316,51,6,4,2,4,3,2,2
ROBERTA-LARGE,0.5463803,Correct,568.9760061,230.6472423,4.001441701,600,244.954638,5.2782818,0,568.959911,230.6257415,51,6,4,2,4,3,2,2
BERT-BASE,0.549396498,Incorrect,1016.67179,229.9902244,4.012490314,1000,243.3258911,5.296378988,0,1016.664767,230.0020801,116,6,4,2,4,3,2,2
BERT-LARGE,0.549396498,Incorrect,815.8162825,232.7793577,4.012490314,800,243.3258911,5.296378988,0,815.7945393,232.7084029,116,6,4,2,4,3,2,2
GLOVE-CNN,0.549396498,Incorrect,189.3260857,224.4409168,4.012490314,200,243.3258911,5.296378988,0,189.3559933,224.4855608,116,6,4,2,4,3,2,2
GLOVE-LSTM,0.549396498,Correct,415.5717257,228.9943486,4.012490314,400,243.3258911,5.296378988,0,415.6370416,229.0949586,116,6,4,2,4,3,2,2
ROBERTA-LARGE,0.549396498,Incorrect,608.3763053,234.3158676,4.012490314,600,243.3258911,5.296378988,0,608.3814106,234.3199427,116,6,4,2,4,3,2,2
BERT-BASE,0.549963848,Correct,934.5433699,231.2923963,4.014568569,1000,243.0195221,5.299783088,0,934.4970259,231.271585,34,6,4,2,4,3,2,2
BERT-LARGE,0.549963848,Correct,764.7083874,226.9612995,4.014568569,800,243.0195221,5.299783088,0,764.714533,226.9821358,34,6,4,2,4,3,2,2
GLOVE-CNN,0.549963848,Incorrect,176.5520318,242.3154363,4.014568569,200,243.0195221,5.299783088,0,176.5726741,242.3299331,34,6,4,2,4,3,2,2
GLOVE-LSTM,0.549963848,Incorrect,422.7050518,237.3385799,4.014568569,400,243.0195221,5.299783088,0,422.6463041,237.4551129,34,6,4,2,4,3,2,2
ROBERTA-LARGE,0.549963848,Correct,557.8888863,245.9634698,4.014568569,600,243.0195221,5.299783088,0,557.9312568,245.9880006,34,6,4,2,4,3,2,2
BERT-BASE,0.550602199,Correct,944.3140094,236.4118082,4.016906908,1000,242.6748125,5.303613194,0,944.2698374,236.3843551,55,6,4,2,4,3,2,2
BERT-LARGE,0.550602199,Correct,858.155393,235.0817223,4.016906908,800,242.6748125,5.303613194,0,858.2043967,235.0905354,55,6,4,2,4,3,2,2
GLOVE-CNN,0.550602199,Correct,269.8899208,238.18609,4.016906908,200,242.6748125,5.303613194,0,269.8925574,238.0847014,55,6,4,2,4,3,2,2
GLOVE-LSTM,0.550602199,Correct,444.1832926,231.5662836,4.016906908,400,242.6748125,5.303613194,0,444.1778381,231.5529594,55,6,4,2,4,3,2,2
ROBERTA-LARGE,0.550602199,Correct,539.931798,233.2196318,4.016906908,600,242.6748125,5.303613194,0,539.9343685,233.2140338,55,6,4,2,4,3,2,2
BERT-BASE,0.551151768,Correct,956.1178001,236.0781766,4.01892003,1000,242.3780453,5.306910608,0,956.1726629,236.1177763,104,6,4,2,4,3,2,2
BERT-LARGE,0.551151768,Correct,739.2548661,239.5525378,4.01892003,800,242.3780453,5.306910608,0,739.2659865,239.5675714,104,6,4,2,4,3,2,2
GLOVE-CNN,0.551151768,Correct,181.5991552,252.1438076,4.01892003,200,242.3780453,5.306910608,0,181.5291607,252.1074275,104,6,4,2,4,3,2,2
GLOVE-LSTM,0.551151768,Correct,465.7699532,235.9178984,4.01892003,400,242.3780453,5.306910608,0,465.8235578,235.8806245,104,6,4,2,4,3,2,2
ROBERTA-LARGE,0.551151768,Correct,529.9565483,237.9281961,4.01892003,600,242.3780453,5.306910608,0,529.9788635,237.9425305,104,6,4,2,4,3,2,2
BERT-BASE,0.551371748,Correct,1036.878565,224.5630069,4.019725838,1000,242.2592561,5.308230488,0,1036.869803,224.5666927,12,6,4,2,4,3,2,2
BERT-LARGE,0.551371748,Correct,736.2482162,228.9469404,4.019725838,800,242.2592561,5.308230488,0,736.2819666,228.9520948,12,6,4,2,4,3,2,2
GLOVE-CNN,0.551371748,Correct,230.2430091,226.4557466,4.019725838,200,242.2592561,5.308230488,0,230.2275794,226.4126098,12,6,4,2,4,3,2,2
GLOVE-LSTM,0.551371748,Correct,336.5272608,232.5711331,4.019725838,400,242.2592561,5.308230488,0,336.5463308,232.5730188,12,6,4,2,4,3,2,2
ROBERTA-LARGE,0.551371748,Correct,546.2107248,271.3888099,4.019725838,600,242.2592561,5.308230488,0,546.2008885,271.4491778,12,6,4,2,4,3,2,2
BERT-BASE,0.551682968,Correct,1001.168237,235.6510072,4.020865865,1000,242.0911973,5.310097808,0,1001.169394,235.6567212,99,6,4,2,4,3,2,2
BERT-LARGE,0.551682968,Correct,835.3976022,227.077429,4.020865865,800,242.0911973,5.310097808,0,835.4104522,226.9829874,99,6,4,2,4,3,2,2
GLOVE-CNN,0.551682968,Correct,204.7807159,231.3750414,4.020865865,200,242.0911973,5.310097808,0,204.7698686,231.3223365,99,6,4,2,4,3,2,2
GLOVE-LSTM,0.551682968,Correct,454.9613725,228.7763487,4.020865865,400,242.0911973,5.310097808,0,454.9621545,228.7912123,99,6,4,2,4,3,2,2
ROBERTA-LARGE,0.551682968,Correct,649.0655183,228.8396123,4.020865865,600,242.0911973,5.310097808,0,649.071947,228.8329762,99,6,4,2,4,3,2,2
BERT-BASE,0.552194165,Correct,1054.514518,226.2833994,4.022738427,1000,241.8151509,5.31316499,0,1054.507589,226.2749563,79,7,4,2,4,3,2,2
BERT-LARGE,0.552194165,Correct,828.76964,247.0510411,4.022738427,800,241.8151509,5.31316499,0,829.0987183,247.0284823,79,7,4,2,4,3,2,2
GLOVE-CNN,0.552194165,Correct,150.4334,232.7606423,4.022738427,200,241.8151509,5.31316499,0,150.4164401,232.7235861,79,7,4,2,4,3,2,2
GLOVE-LSTM,0.552194165,Correct,365.7219696,233.848796,4.022738427,400,241.8151509,5.31316499,0,365.7445521,233.8500745,79,7,4,2,4,3,2,2
ROBERTA-LARGE,0.552194165,Correct,628.6180214,226.2717224,4.022738427,600,241.8151509,5.31316499,0,628.6197541,226.25066,79,7,4,2,4,3,2,2
BERT-BASE,0.554079646,Correct,995.3300618,225.5374545,4.029645119,1000,240.7969912,5.324477876,0,995.3621955,225.5228767,133,7,4,2,4,3,2,2
BERT-LARGE,0.554079646,Correct,805.2674883,229.5156641,4.029645119,800,240.7969912,5.324477876,0,805.2494718,229.5485222,133,7,4,2,4,3,2,2
GLOVE-CNN,0.554079646,Correct,247.5632244,235.5836396,4.029645119,200,240.7969912,5.324477876,0,247.5572548,235.5579031,133,7,4,2,4,3,2,2
GLOVE-LSTM,0.554079646,Correct,355.4240231,229.8353833,4.029645119,400,240.7969912,5.324477876,0,355.4331372,229.8619949,133,7,4,2,4,3,2,2
ROBERTA-LARGE,0.554079646,Correct,638.3405672,231.4904576,4.029645119,600,240.7969912,5.324477876,0,638.3454561,231.4777478,133,7,4,2,4,3,2,2
BERT-BASE,0.555542351,Correct,949.1422552,224.1282132,4.035003143,1000,240.0071305,5.333254106,0,949.1588299,224.1657407,127,7,4,2,4,3,2,2
BERT-LARGE,0.555542351,Incorrect,746.9590342,231.6370818,4.035003143,800,240.0071305,5.333254106,0,746.9755097,231.6637897,127,7,4,2,4,3,2,2
GLOVE-CNN,0.555542351,Correct,141.5779704,226.1383304,4.035003143,200,240.0071305,5.333254106,0,141.5632172,226.1003761,127,7,4,2,4,3,2,2
GLOVE-LSTM,0.555542351,Correct,374.3697929,226.9538211,4.035003143,400,240.0071305,5.333254106,0,374.3913843,226.9821169,127,7,4,2,4,3,2,2
ROBERTA-LARGE,0.555542351,Correct,595.408009,250.0943711,4.035003143,600,240.0071305,5.333254106,0,595.4248728,250.0827041,127,7,4,2,4,3,2,2
BERT-BASE,0.555584953,Correct,983.1527249,225.1047561,4.035159198,1000,239.9841254,5.333509718,0,983.1290352,225.0956067,58,7,4,2,4,3,2,2
BERT-LARGE,0.555584953,Correct,778.2328159,241.154369,4.035159198,800,239.9841254,5.333509718,0,778.2344127,241.1775684,58,7,4,2,4,3,2,2
GLOVE-CNN,0.555584953,Correct,198.5509978,218.4030182,4.035159198,200,239.9841254,5.333509718,0,198.5364491,218.3914611,58,7,4,2,4,3,2,2
GLOVE-LSTM,0.555584953,Correct,385.1325654,229.7808562,4.035159198,400,239.9841254,5.333509718,0,385.1105275,229.768364,58,7,4,2,4,3,2,2
ROBERTA-LARGE,0.555584953,Incorrect,587.4489268,218.5287494,4.035159198,600,239.9841254,5.333509718,0,587.4042708,218.5121265,58,7,4,2,4,3,2,2
BERT-BASE,0.555828193,Correct,960.5030228,225.9301625,4.036050209,1000,239.8527758,5.334969158,0,960.5020352,225.8708955,105,7,4,2,4,3,2,2
BERT-LARGE,0.555828193,Correct,803.0551949,218.6726687,4.036050209,800,239.8527758,5.334969158,0,803.0276019,218.7037885,105,7,4,2,4,3,2,2
GLOVE-CNN,0.555828193,Correct,236.5045956,235.9790411,4.036050209,200,239.8527758,5.334969158,0,236.5010983,235.9848488,105,7,4,2,4,3,2,2
GLOVE-LSTM,0.555828193,Correct,384.2835426,218.7199504,4.036050209,400,239.8527758,5.334969158,0,384.310776,218.7100655,105,7,4,2,4,3,2,2
ROBERTA-LARGE,0.555828193,Correct,588.0703556,232.6810746,4.036050209,600,239.8527758,5.334969158,0,588.0719877,232.6877349,105,7,4,2,4,3,2,2
BERT-BASE,0.564215601,Correct,972.0144006,225.0324474,4.066774062,1000,235.3235755,5.385293606,0,972.0125682,224.9687997,54,7,4,2,4,3,2,2
